,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
0,neuropeptide FF,peptide,"['ACA1', 'CST6', 'SKO1']",,,,,inferred from Human
1,xenin,peptide,['COP1'],,,,,inferred from Mouse
