,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
44,Fas ligand,peptide,['faslg'],,,,,inferred from Human
45,G-CSF,peptide,"['csf3b', 'csf3a']",,,,,inferred from Human
46,GHRH,peptide,['ghrh'],,,,,inferred from Human
47,GnRH I,peptide,['gnrh3'],,,,,inferred from Mouse
48,GnRH II,peptide,"['gnrh2', 'gnrh3']",,,,,inferred from Human
49,Guanylyl cyclase-activating protein 1,peptide,"['si:ch211-103a14.5', 'guca1e']",,,,,inferred from Mouse
50,Guanylyl cyclase-activating protein 2,peptide,['guca1b'],,,,,inferred from Mouse
51,HB-EGF,peptide,"['hbegfb', 'hbegfa']",,,,,inferred from Human
52,IFN-α10,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
53,IFN-α14,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
54,IFN-α16,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
55,IFN-α17,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
56,IFN-α2,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
57,IFN-α21,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
58,IFN-α4,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
59,IFN-α5,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
60,IFN-α6,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
61,IFN-α7,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
62,IFN-α8,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
63,IFN-β,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
64,IFN-γ,peptide,"['ifng1', 'ifng1r']",,,,,inferred from Human
65,IFN-κ,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
66,IFN-ω,peptide,"['ifnphi2', 'ifnphi3']",,,,,inferred from Human
67,IL-1 receptor antagonist,peptide,['il1b'],,,,,inferred from Human
68,IL-10,peptide,['il10'],,,,,inferred from Human
69,IL-11,peptide,"['il11a', 'il11b']",,,,,inferred from Human
70,IL-15,peptide,['il15'],,,,,inferred from Human
71,IL-17F,peptide,"['il17a/f3', 'il17a/f1']",,,,,inferred from Human
72,IL-1β,peptide,['il1b'],,,,,inferred from Human
73,IL-24,peptide,['il19l'],,,,,inferred from Human
74,IL-36 receptor antagonist,peptide,['il1b'],,,,,inferred from Human
75,IL-36α,peptide,['il1b'],,,,,inferred from Human
76,IL-36β,peptide,['il1b'],,,,,inferred from Human
77,IL-36γ,peptide,['il1b'],,,,,inferred from Human
78,IL-37,peptide,['il1b'],,,,,inferred from Human
79,INSL5,peptide,['insl5a'],,,,,inferred from Mouse
80,LIGHT,peptide,['tnfsf14'],,,,,inferred from Human
81,M-CSF,peptide,"['csf1b', 'csf1a']",,,,,inferred from Human
82,Müllerian inhibiting substance,peptide,['amh'],,,,,inferred from Human
83,NGF,peptide,"['ngfb', 'ngfa']",,,,,inferred from Human
84,NPY,peptide,"['ngfb', 'ngfa']",,,,,inferred from Human
85,PACAP-27,peptide,['adcyap1b'],,,,,inferred from Mouse
86,PACAP-38,peptide,['adcyap1b'],,,,,inferred from Mouse
87,PAMP-20,peptide,"['adma', 'admb']",,,,,inferred from Human
88,PHM,peptide,"['vip', 'vipb']",,,,,inferred from Human
89,PHV,peptide,"['vip', 'vipb']",,,,,inferred from Rat
90,PTHrP,peptide,"['pthlha', 'pthlhb']",,,,,inferred from Human
91,PTHrP-(1-36),peptide,"['pthlha', 'pthlhb']",,,,,inferred from Human
92,PYY-(3-36),peptide,"['pyyb', 'pyya']",,,,,inferred from Mouse
93,PrRP-20,peptide,['prlh2'],,,,,inferred from Rat
94,PrRP-31,peptide,['prlh2'],,,,,inferred from Rat
95,R-spondin-1,peptide,['rspo1'],,,,,inferred from Mouse
96,R-spondin-2,peptide,['rspo2'],,,,,inferred from Mouse
97,R-spondin-3,peptide,['rspo3'],,,,,inferred from Mouse
98,R-spondin-4,peptide,['rspo4'],,,,,inferred from Mouse
99,RANK ligand,peptide,['tnfsf11'],,,,,inferred from Human
100,RFRP-3,peptide,['npvf'],,,,,inferred from Human
101,SRIF-14,peptide,"['sst2', 'sst1.2', 'sst1.1']",,,,,inferred from Mouse
102,SRIF-28,peptide,"['sst2', 'sst1.2', 'sst1.1']",,,,,inferred from Mouse
103,T-kinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Rat
104,TGFα,peptide,['tgfa'],,,,,inferred from Human
105,TGFβ1,peptide,"['tgfb1b', 'tgfb1a']",,,,,inferred from Human
106,TGFβ2,peptide,['tgfb2'],,,,,inferred from Human
107,TGFβ3,peptide,['tgfb3'],,,,,inferred from Human
108,TIP39,peptide,['pth2'],,,,,inferred from Mouse
109,TRAIL,peptide,['tnfsf10'],,,,,inferred from Human
110,TRH,peptide,['trh'],,,,,inferred from Mouse
111,VEGFA,peptide,"['vegfab', 'vegfaa']",,,,,inferred from Human
112,VEGFB,peptide,"['vegfba', 'vegfbb']",,,,,inferred from Human
113,VEGFC,peptide,['vegfc'],,,,,inferred from Human
114,VEGFD,peptide,['vegfd'],,,,,inferred from Human
115,VEGFE,peptide,['pdgfc'],,,,,inferred from Human
116,VIP,peptide,"['vip', 'vipb']",,,,,inferred from Mouse
117,Wnt-3a,peptide,['wnt3a'],,,,,inferred from Human
118,Wnt-4,peptide,['wnt4'],,,,,inferred from Human
119,Wnt-5a,peptide,['wnt5a'],,,,,inferred from Human
120,[Leu]enkephalin,peptide,"['penka', 'penkb']",,,,,inferred from Mouse
121,[Met]enkephalin,peptide,"['penka', 'penkb']",,,,,inferred from Mouse
122,[Pyr1]apelin-13,peptide,['apln'],,,,,inferred from Mouse
123,[des-Arg10]kallidin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Human
124,[des-Arg9]bradykinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Mouse
125,activin A,peptide,"['inhbaa', 'inhbab']",,,,,inferred from Human
126,activin B,peptide,"['inhbb', 'CABZ01074203.1']",,,,,inferred from Human
127,adrenomedullin,peptide,"['adma', 'admb']",,,,,inferred from Rat
128,adrenomedullin 2/intermedin,peptide,"['adm2a', 'adm2b']",,,,,inferred from Human
129,agouti,peptide,['asip1'],,,,,inferred from Mouse
130,agouti-related protein,peptide,['agrp'],,,,,inferred from Human
131,amylin,peptide,['LO017820.1'],,,,,inferred from Mouse
132,amyloid β,peptide,"['appb', 'appa']",,,,,inferred from Human
133,angiopoietin-1,peptide,['angpt1'],,,,,inferred from Human
134,angiopoietin-4,peptide,['angpt4'],,,,,inferred from Human
135,angiotensin A,peptide,['agt'],,,,,inferred from Human
136,angiotensin II,peptide,['agt'],,,,,inferred from Mouse
137,angiotensin III,peptide,['agt'],,,,,inferred from Mouse
138,angiotensin IV,peptide,['agt'],,,,,inferred from Mouse
139,angiotensin-(1-7),peptide,['agt'],,,,,inferred from Mouse
140,annexin I,peptide,"['anxa1a', 'anxa1d', 'anxa1b', 'anxa1c']",,,,,inferred from Human
141,annexin I-(2-26),peptide,"['anxa1a', 'anxa1d', 'anxa1b', 'anxa1c']",,,,,inferred from Human
142,apelin-13,peptide,['apln'],,,,,inferred from Mouse
143,apelin-17,peptide,['apln'],,,,,inferred from Mouse
144,apelin-36,peptide,['apln'],,,,,inferred from Human
145,aprotinin,peptide,['apln'],,,,,inferred from Human
146,atrial natriuretic peptide,peptide,['nppa'],,,,,inferred from Human
147,betacellulin,peptide,['btc'],,,,,inferred from Human
148,bovine adrenal medulla peptide 8-22,peptide,"['penka', 'penkb']",,,,,inferred from Human
149,bradykinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Mouse
150,brain natriuretic peptide,peptide,['nppb'],,,,,inferred from Human
151,chorionic somatomammotropin hormone-like 1 ,peptide,['gh1'],,,,,inferred from Human
152,ciliary neurotrophic factor,peptide,['m17'],,,,,inferred from Human
153,corticotrophin-releasing hormone,peptide,"['crhb', 'crha']",,,,,inferred from Mouse
154,corticotropin-releasing factor,peptide,"['crhb', 'crha']",,,,,inferred from Mouse
155,cortistatin-14,peptide,['cenps'],,,,,inferred from Mouse
156,cytokine domain of tyrosyl tRNA synthetase,peptide,['yars'],,,,,inferred from Human
157,des-Br-neuropeptide B-23,peptide,['npb'],,,,,inferred from Human
158,des-Br-neuropeptide B-29,peptide,['npb'],,,,,inferred from Human
159,dynorphin A,peptide,['pdyn'],,,,,inferred from Mouse
160,dynorphin A-(1-13),peptide,['pdyn'],,,,,inferred from Mouse
161,dynorphin A-(1-8),peptide,['pdyn'],,,,,inferred from Mouse
162,dynorphin B,peptide,['pdyn'],,,,,inferred from Mouse
163,ectodysplasin A1,peptide,['eda'],,,,,inferred from Human
164,ectodysplasin A2,peptide,['eda'],,,,,inferred from Human
165,endothelin-1,peptide,['edn1'],,,,,inferred from Mouse
166,endothelin-2,peptide,['edn2'],,,,,inferred from Human
167,endothelin-3,peptide,['edn3b'],,,,,inferred from Mouse
168,erythropoietin,peptide,"['epoa', 'epob']",,,,,inferred from Human
169,galanin,peptide,['galn'],,,,,inferred from Mouse
170,gastric inhibitory polypeptide,peptide,['gip'],,,,,inferred from Rat
171,gastrin-releasing peptide,peptide,"['ucmab', 'ucmaa']",,,,,inferred from Human
172,glucagon,peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
173,glucagon-like peptide 1-(7-36) amide,peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
174,glucagon-like peptide 1-(7-37),peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
175,glucagon-like peptide 2,peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
176,glucagon-like peptide 2-(2-33),peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
177,glucagon-like peptide 2-(3-33),peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
178,growth arrest specific protein 6,peptide,['gas6'],,,,,inferred from Human
179,growth hormone 1,peptide,['gh1'],,,,,inferred from Human
180,growth hormone 2,peptide,['gh1'],,,,,inferred from Human
181,growth/differentiation factor-10,peptide,"['gdf10b', 'gdf10a']",,,,,inferred from Human
182,growth/differentiation factor-7,peptide,['gdf7'],,,,,inferred from Human
183,growth/differentiation factor-9,peptide,['gdf9'],,,,,inferred from Human
184,hepatocyte growth factor,peptide,"['hgfa', 'hgfb']",,,,,inferred from Human
185,insulin,peptide,"['insb', 'ins', 'insb', 'ins']",,,,,inferred from Human
186,insulin-like growth factor 1,peptide,"['igf3', 'igf1']",,,,,inferred from Mouse
187,insulin-like growth factor 2,peptide,"['igf2a', 'igf2b']",,,,,inferred from Human
188,kallidin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Human
189,kisspeptin-10,peptide,['kiss1'],,,,,inferred from Human
190,kisspeptin-13,peptide,['kiss1'],,,,,inferred from Human
191,kisspeptin-14,peptide,['kiss1'],,,,,inferred from Human
192,kisspeptin-54,peptide,['kiss1'],,,,,inferred from Human
193,large neuromedin N,peptide,['nts'],,,,,inferred from Human
194,large neurotensin,peptide,['nts'],,,,,inferred from Human
195,liver enriched antimicrobial peptide 2,peptide,['si:dkey-22f5.9'],,,,,inferred from Human
196,lymphotoxin-α,peptide,"['tnfa', 'tnfb']",,,,,inferred from Human
197,macrophage stimulating protein 1,peptide,['mst1'],,,,,inferred from Human
198,melanin-concentrating hormone,peptide,"['pmch', 'pmchl']",,,,,inferred from Mouse
199,neuregulin-1,peptide,['nrg1'],,,,,inferred from Human
200,neuregulin-2,peptide,"['nrg2a', 'nrg2b']",,,,,inferred from Human
201,neuregulin-3,peptide,['nrg3b'],,,,,inferred from Human
202,neurokinin A,peptide,['tac4'],,,,,inferred from Mouse
203,neurokinin B,peptide,['tac3a'],,,,,inferred from Mouse
204,neuromedin B,peptide,"['nmba', 'nmbb']",,,,,inferred from Mouse
205,neuromedin N,peptide,['nts'],,,,,inferred from Mouse
206,neuromedin U-23,peptide,['nmu'],,,,,inferred from Rat
207,neuromedin U-25,peptide,['nmu'],,,,,inferred from Human
208,neuromedin U-8,peptide,['nmu'],,,,,inferred from Human
209,neuropeptide B-23,peptide,['npb'],,,,,inferred from Human
210,neuropeptide B-29,peptide,['npb'],,,,,inferred from Human
211,neuropeptide FF,peptide,['npffl'],,,,,inferred from Mouse
212,neuropeptide K,peptide,['tac4'],,,,,inferred from Rat
213,neuropeptide W-23,peptide,['npb'],,,,,inferred from Human
214,neuropeptide W-30,peptide,['npb'],,,,,inferred from Human
215,neuropeptide Y,peptide,['npy'],,,,,inferred from Mouse
216,neuropeptide Y-(3-36),peptide,['npy'],,,,,inferred from Mouse
217,neuropeptide γ,peptide,['tac4'],,,,,inferred from Mouse
218,neurotensin,peptide,['nts'],,,,,inferred from Mouse
219,neurotrophin-3,peptide,['ntf3'],,,,,inferred from Human
220,nociceptin/orphanin FQ,peptide,"['pnocb', 'pnoca']",,,,,inferred from Mouse
221,orexin-A,peptide,['hcrt'],,,,,inferred from Mouse
222,orexin-B,peptide,['hcrt'],,,,,inferred from Human
223,osteocrin,peptide,['ostn'],,,,,inferred from Human
224,oxytocin,peptide,"['oxt', 'avp']",,,,,inferred from Mouse
225,peptide YY,peptide,"['pyyb', 'pyya']",,,,,inferred from Mouse
226,prokineticin-1,peptide,['prok1'],,,,,inferred from Human
227,prokineticin-2,peptide,"['prok1', 'prok2']",,,,,inferred from Human
228,prokineticin-2β,peptide,"['prok1', 'prok2']",,,,,inferred from Human
229,prolactin,peptide,['prl'],,,,,inferred from Human
230,prosaptide,peptide,['psap'],,,,,inferred from Human
231,protein S,peptide,['pros1'],,,,,inferred from Human
232,relaxin-3,peptide,"['rln3a', 'rln3b']",,,,,inferred from Human
233,relaxin-3 (B chain),peptide,"['rln3a', 'rln3b']",,,,,inferred from Human
234,ribosomal protein S19,peptide,['rps19'],,,,,inferred from Human
235,serum amyloid A,peptide,['saa'],,,,,inferred from Human
236,stem cell factor,peptide,"['kitlgb', 'kitlga']",,,,,inferred from Human
237,substance P,peptide,['tac4'],,,,,inferred from Mouse
238,thrombopoietin,peptide,['thpo'],,,,,inferred from Human
239,urocortin 1,peptide,['uts1'],,,,,inferred from Mouse
240,urocortin 2,peptide,['ucn3l'],,,,,inferred from Mouse
241,urocortin 3,peptide,['ucn3l'],,,,,inferred from Mouse
242,urotensin-II,peptide,"['uts2b', 'uts2a']",,,,,inferred from Mouse
243,vasopressin,peptide,"['oxt', 'avp']",,,,,inferred from Mouse
244,xenin,peptide,['copa'],,,,,inferred from Mouse
245,α-MSH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
246,α-neoendorphin,peptide,['pdyn'],,,,,inferred from Mouse
247,β-CGRP,peptide,['calca'],,,,,inferred from Rat
248,β-endorphin,peptide,"['pomca', 'pomcb']",,,,,inferred from Human
249,β-neoendorphin,peptide,['pdyn'],,,,,inferred from Mouse
250,γ-MSH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
251,L-glutamic acid,molecule,,,"['slc17a6a', 'slc17a6b', 'slc17a7a', 'slc17a7b', 'slc17a8']","['slc1a1', 'slc1a2a', 'slc1a2b', 'slc1a6']",,Manually added genes
252,GABA,molecule,,"['gad1b', 'gad1a', 'gad2']",['slc32a1'],"['slc6a1b', 'slc6a1a']",,Manually added genes
253,glycine,molecule,,,['slc32a1'],['slc6a9'],,Manually added genes
254,dopamine,molecule,,"['th', 'ddc']","['slc18a2', 'slc18a3a', 'slc18a3b']",['slc6a3'],['dbh'],Manually added genes
255,(-)-noradrenaline,molecule,,"['th', 'ddc', 'dbh']","['slc18a2', 'slc18a3a', 'slc18a3b']",['slc6a3'],['CR456635.1'],Manually added genes
256,(-)-adrenaline,molecule,,"['th', 'ddc', 'dbh', 'CR456635.1']",['slc18a2'],,,Manually added genes
257,5-hydroxytryptamine,molecule,,"['tph2', 'ddc']",['slc18a2'],['slc6a4a'],,Manually added genes
258,acetylcholine,molecule,,['chata'],"['slc18a3a', 'slc18a3b']","['ache', 'slc5a7a', 'SLC5A7']",,Manually added genes
