,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
207,VEGFE,peptide,['pdgfc'],,,,,inferred from Human
208,VIP,peptide,"['vip', 'vipb']",,,,,inferred from Mouse
209,Wnt-3a,peptide,['wnt3a'],,,,,inferred from Human
210,Wnt-4,peptide,['wnt4'],,,,,inferred from Human
211,Wnt-5a,peptide,['wnt5a'],,,,,inferred from Human
214,[Leu]enkephalin,peptide,"['penka', 'penkb']",,,,,inferred from Mouse
215,[Met]enkephalin,peptide,"['penka', 'penkb']",,,,,inferred from Mouse
216,[Pyr1]apelin-13,peptide,['apln'],,,,,inferred from Mouse
217,[des-Arg10]kallidin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Human
218,[des-Arg9]bradykinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Mouse
220,activin A,peptide,"['inhbaa', 'inhbab']",,,,,inferred from Human
222,activin B,peptide,"['inhbb', 'CABZ01074203.1']",,,,,inferred from Human
223,adrenomedullin,peptide,"['adma', 'admb']",,,,,inferred from Rat
224,adrenomedullin 2/intermedin,peptide,"['adm2a', 'adm2b']",,,,,inferred from Human
226,agouti,peptide,['asip1'],,,,,inferred from Mouse
227,agouti-related protein,peptide,['agrp'],,,,,inferred from Human
230,amylin,peptide,['LO017820.1'],,,,,inferred from Mouse
231,amyloid β,peptide,"['appb', 'appa']",,,,,inferred from Human
232,angiopoietin-1,peptide,['angpt1'],,,,,inferred from Human
233,angiopoietin-4,peptide,['angpt4'],,,,,inferred from Human
234,angiotensin A,peptide,['agt'],,,,,inferred from Human
235,angiotensin II,peptide,['agt'],,,,,inferred from Mouse
236,angiotensin III,peptide,['agt'],,,,,inferred from Mouse
237,angiotensin IV,peptide,['agt'],,,,,inferred from Mouse
238,angiotensin-(1-7),peptide,['agt'],,,,,inferred from Mouse
239,annexin I,peptide,"['anxa1a', 'anxa1d', 'anxa1b', 'anxa1c']",,,,,inferred from Human
240,annexin I-(2-26),peptide,"['anxa1a', 'anxa1d', 'anxa1b', 'anxa1c']",,,,,inferred from Human
242,apelin-13,peptide,['apln'],,,,,inferred from Mouse
243,apelin-17,peptide,['apln'],,,,,inferred from Mouse
244,apelin-36,peptide,['apln'],,,,,inferred from Human
245,aprotinin,peptide,['apln'],,,,,inferred from Human
246,atrial natriuretic peptide,peptide,['nppa'],,,,,inferred from Human
248,betacellulin,peptide,['btc'],,,,,inferred from Human
249,bovine adrenal medulla peptide 8-22,peptide,"['penka', 'penkb']",,,,,inferred from Human
250,bradykinin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Mouse
251,brain natriuretic peptide,peptide,['nppb'],,,,,inferred from Human
257,chorionic somatomammotropin hormone-like 1 ,peptide,['gh1'],,,,,inferred from Human
258,ciliary neurotrophic factor,peptide,['m17'],,,,,inferred from Human
259,corticotrophin-releasing hormone,peptide,"['crhb', 'crha']",,,,,inferred from Mouse
260,corticotropin-releasing factor,peptide,"['crhb', 'crha']",,,,,inferred from Mouse
261,cortistatin-14,peptide,['cenps'],,,,,inferred from Mouse
263,des-Br-neuropeptide B-23,peptide,['npb'],,,,,inferred from Human
264,des-Br-neuropeptide B-29,peptide,['npb'],,,,,inferred from Human
269,dynorphin A,peptide,['pdyn'],,,,,inferred from Mouse
270,dynorphin A-(1-13),peptide,['pdyn'],,,,,inferred from Mouse
271,dynorphin A-(1-8),peptide,['pdyn'],,,,,inferred from Mouse
272,dynorphin B,peptide,['pdyn'],,,,,inferred from Mouse
273,ectodysplasin A1,peptide,['eda'],,,,,inferred from Human
274,ectodysplasin A2,peptide,['eda'],,,,,inferred from Human
275,endothelin-1,peptide,['edn1'],,,,,inferred from Mouse
276,endothelin-2,peptide,['edn2'],,,,,inferred from Human
277,endothelin-3,peptide,['edn3b'],,,,,inferred from Mouse
280,erythropoietin,peptide,"['epoa', 'epob']",,,,,inferred from Human
281,galanin,peptide,['galn'],,,,,inferred from Mouse
283,gastric inhibitory polypeptide,peptide,['gip'],,,,,inferred from Rat
288,gastrin-releasing peptide,peptide,"['ucmab', 'ucmaa']",,,,,inferred from Human
290,glucagon,peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
291,glucagon-like peptide 1-(7-36) amide,peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
292,glucagon-like peptide 1-(7-37),peptide,"['gcgb', 'gcga']",,,,,inferred from Mouse
293,glucagon-like peptide 2,peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
294,glucagon-like peptide 2-(2-33),peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
295,glucagon-like peptide 2-(3-33),peptide,"['gcgb', 'gcga']",,,,,inferred from Rat
296,growth arrest specific protein 6,peptide,['gas6'],,,,,inferred from Human
298,growth hormone 1,peptide,['gh1'],,,,,inferred from Human
299,growth hormone 2,peptide,['gh1'],,,,,inferred from Human
301,growth/differentiation factor-10,peptide,"['gdf10b', 'gdf10a']",,,,,inferred from Human
303,growth/differentiation factor-7,peptide,['gdf7'],,,,,inferred from Human
304,growth/differentiation factor-9,peptide,['gdf9'],,,,,inferred from Human
306,guanylyl cyclase-activating protein 1,peptide,"['si:ch211-103a14.5', 'guca1e']",,,,,inferred from Mouse
309,hepatocyte growth factor,peptide,"['hgfa', 'hgfb']",,,,,inferred from Human
312,insulin,peptide,"['insb', 'ins', 'insb', 'ins']",,,,,inferred from Human
313,insulin-like growth factor 1,peptide,"['igf3', 'igf1']",,,,,inferred from Mouse
314,insulin-like growth factor 2,peptide,"['igf2a', 'igf2b']",,,,,inferred from Human
315,kallidin,peptide,"['fetub', 'si:ch211-284e20.8']",,,,,inferred from Human
316,kisspeptin-10,peptide,['kiss1'],,,,,inferred from Human
317,kisspeptin-13,peptide,['kiss1'],,,,,inferred from Human
318,kisspeptin-14,peptide,['kiss1'],,,,,inferred from Human
319,kisspeptin-54,peptide,['kiss1'],,,,,inferred from Human
320,large neuromedin N,peptide,['nts'],,,,,inferred from Human
321,large neurotensin,peptide,['nts'],,,,,inferred from Human
323,liver enriched antimicrobial peptide 2,peptide,['si:dkey-22f5.9'],,,,,inferred from Human
325,lymphotoxin-α,peptide,"['tnfa', 'tnfb']",,,,,inferred from Human
326,macrophage stimulating protein 1,peptide,['mst1'],,,,,inferred from Human
327,melanin-concentrating hormone,peptide,"['pmch', 'pmchl']",,,,,inferred from Mouse
328,microtubule associated protein tau,peptide,"['maptb', 'mapta']",,,,,inferred from Human
332,neuregulin-1,peptide,['nrg1'],,,,,inferred from Human
333,neuregulin-2,peptide,"['nrg2a', 'nrg2b']",,,,,inferred from Human
334,neuregulin-3,peptide,['nrg3b'],,,,,inferred from Human
336,neurokinin A,peptide,['tac4'],,,,,inferred from Mouse
337,neurokinin B,peptide,['tac3a'],,,,,inferred from Mouse
338,neuromedin B,peptide,"['nmba', 'nmbb']",,,,,inferred from Mouse
339,neuromedin N,peptide,['nts'],,,,,inferred from Mouse
341,neuromedin U-23,peptide,['nmu'],,,,,inferred from Rat
342,neuromedin U-25,peptide,['nmu'],,,,,inferred from Human
343,neuromedin U-8,peptide,['nmu'],,,,,inferred from Human
344,neuropeptide B-23,peptide,['npb'],,,,,inferred from Human
345,neuropeptide B-29,peptide,['npb'],,,,,inferred from Human
346,neuropeptide FF,peptide,['npffl'],,,,,inferred from Mouse
347,neuropeptide K,peptide,['tac4'],,,,,inferred from Rat
349,neuropeptide W-23,peptide,['npb'],,,,,inferred from Human
350,neuropeptide W-30,peptide,['npb'],,,,,inferred from Human
351,neuropeptide Y,peptide,['npy'],,,,,inferred from Mouse
352,neuropeptide Y-(3-36),peptide,['npy'],,,,,inferred from Mouse
353,neuropeptide γ,peptide,['tac4'],,,,,inferred from Mouse
354,neurotensin,peptide,['nts'],,,,,inferred from Mouse
355,neurotrophin-3,peptide,['ntf3'],,,,,inferred from Human
357,nociceptin/orphanin FQ,peptide,"['pnocb', 'pnoca']",,,,,inferred from Mouse
360,orexin-A,peptide,['hcrt'],,,,,inferred from Mouse
361,orexin-B,peptide,['hcrt'],,,,,inferred from Human
362,osteocrin,peptide,['ostn'],,,,,inferred from Human
363,oxytocin,peptide,"['oxt', 'avp']",,,,,inferred from Mouse
365,peptide YY,peptide,"['pyyb', 'pyya']",,,,,inferred from Mouse
367,prokineticin-1,peptide,['prok1'],,,,,inferred from Human
368,prokineticin-2,peptide,"['prok1', 'prok2']",,,,,inferred from Human
369,prokineticin-2β,peptide,"['prok1', 'prok2']",,,,,inferred from Human
370,prolactin,peptide,['prl'],,,,,inferred from Human
371,prosaptide,peptide,['psap'],,,,,inferred from Human
372,protein S,peptide,['pros1'],,,,,inferred from Human
375,relaxin-3,peptide,"['rln3a', 'rln3b']",,,,,inferred from Human
376,relaxin-3 (B chain),peptide,"['rln3a', 'rln3b']",,,,,inferred from Human
377,ribosomal protein S19,peptide,['rps19'],,,,,inferred from Human
379,serum amyloid A,peptide,['saa'],,,,,inferred from Human
380,stem cell factor,peptide,"['kitlgb', 'kitlga']",,,,,inferred from Human
381,substance P,peptide,['tac4'],,,,,inferred from Mouse
382,thrombopoietin,peptide,['thpo'],,,,,inferred from Human
386,urocortin 1,peptide,['uts1'],,,,,inferred from Mouse
387,urocortin 2,peptide,['ucn3l'],,,,,inferred from Mouse
388,urocortin 3,peptide,['ucn3l'],,,,,inferred from Mouse
391,urotensin-II,peptide,"['uts2b', 'uts2a']",,,,,inferred from Mouse
392,vasopressin,peptide,"['oxt', 'avp']",,,,,inferred from Mouse
393,xenin,peptide,['copa'],,,,,inferred from Mouse
395,α-MSH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
396,α-neoendorphin,peptide,['pdyn'],,,,,inferred from Mouse
397,β-CGRP,peptide,['calca'],,,,,inferred from Rat
398,β-endorphin,peptide,"['pomca', 'pomcb']",,,,,inferred from Human
399,β-neoendorphin,peptide,['pdyn'],,,,,inferred from Mouse
400,γ-MSH,peptide,"['pomca', 'pomcb']",,,,,inferred from Mouse
