,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
93,IFN-λ3,peptide,"['Ifnl2', 'Ifnl3']",,,,,inferred from Human
94,IL-1 receptor antagonist,peptide,['Il1rn'],,,,,inferred from Human
95,IL-10,peptide,['Il10'],,,,,inferred from Human
96,IL-11,peptide,['Il11'],,,,,inferred from Human
97,IL-13,peptide,['Il13'],,,,,inferred from Human
98,IL-15,peptide,['Il15'],,,,,inferred from Human
99,IL-17A,peptide,['Il17a'],,,,,inferred from Human
100,IL-17B,peptide,['Il17b'],,,,,inferred from Human
101,IL-17C,peptide,['Il17c'],,,,,inferred from Human
102,IL-17F,peptide,['Il17f'],,,,,inferred from Human
103,IL-18,peptide,['Il18'],,,,,inferred from Human
104,IL-19,peptide,['Il19'],,,,,inferred from Human
105,IL-1α,peptide,['Il1a'],,,,,inferred from Human
106,IL-1β,peptide,['Il1b'],,,,,inferred from Human
107,IL-2,peptide,['Il2'],,,,,inferred from Human
108,IL-20,peptide,['Il20'],,,,,inferred from Human
109,IL-21,peptide,['Il21'],,,,,inferred from Human
110,IL-22,peptide,"['Il22', 'Iltifb']",,,,,inferred from Human
111,IL-24,peptide,['Il24'],,,,,inferred from Human
112,IL-25,peptide,['Il25'],,,,,inferred from Human
113,IL-3,peptide,['Il3'],,,,,inferred from Human
114,IL-31,peptide,['Il31'],,,,,inferred from Human
115,IL-33,peptide,['Il33'],,,,,inferred from Human
116,IL-34,peptide,['Il34'],,,,,inferred from Human
117,IL-36 receptor antagonist,peptide,['Il1f5'],,,,,inferred from Human
118,IL-36α,peptide,['Il1f6'],,,,,inferred from Human
119,IL-36β,peptide,['Il1f8'],,,,,inferred from Human
120,IL-36γ,peptide,['Il1f9'],,,,,inferred from Human
121,IL-4,peptide,['Il4'],,,,,inferred from Human
122,IL-5,peptide,['Il5'],,,,,inferred from Human
123,IL-6,peptide,['Il6'],,,,,inferred from Human
124,IL-7,peptide,['Il7'],,,,,inferred from Human
125,IL-9,peptide,['Il9'],,,,,inferred from Human
126,INSL5,peptide,"['I', 'n', 's', 'l', '5']",,,,,inferred from Mouse
127,LIF,peptide,['Lif'],,,,,inferred from Human
128,LIGHT,peptide,['Tnfsf14'],,,,,inferred from Human
129,LL-37,peptide,['Camp'],,,,,inferred from Human
130,LVP,peptide,['Camp'],,,,,inferred from Human
131,M-CSF,peptide,['Csf1'],,,,,inferred from Human
132,Müllerian inhibiting substance,peptide,['Amh'],,,,,inferred from Human
133,NGF,peptide,['Ngf'],,,,,inferred from Human
134,NPY,peptide,['Ngf'],,,,,inferred from Human
135,OX-40 ligand,peptide,['Tnfsf4'],,,,,inferred from Human
136,PACAP-27,peptide,"['A', 'd', 'c', 'y', 'a', 'p', '1']",,,,,inferred from Mouse
137,PACAP-38,peptide,"['A', 'd', 'c', 'y', 'a', 'p', '1']",,,,,inferred from Mouse
138,PAMP-20,peptide,['Adm'],,,,,inferred from Human
139,PEN,peptide,"['P', 'c', 's', 'k', '1', 'n']",,,,,inferred from Mouse
140,PHI,peptide,"['P', 'c', 's', 'k', '1', 'n']",,,,,inferred from Mouse
141,PHM,peptide,['Vip'],,,,,inferred from Human
142,PHV,peptide,['Vip'],,,,,inferred from Rat
143,PTHrP,peptide,['Pthlh'],,,,,inferred from Human
144,PTHrP-(1-36),peptide,['Pthlh'],,,,,inferred from Human
145,PYY-(3-36),peptide,"['P', 'y', 'y']",,,,,inferred from Mouse
146,PrRP-20,peptide,['Prlh'],,,,,inferred from Rat
147,PrRP-31,peptide,['Prlh'],,,,,inferred from Rat
148,QRFP26,peptide,"['Q', 'r', 'f', 'p']",,,,,inferred from Mouse
149,QRFP43,peptide,"['Q', 'r', 'f', 'p']",,,,,inferred from Mouse
150,R-spondin-1,peptide,"['R', 's', 'p', 'o', '1']",,,,,inferred from Mouse
151,R-spondin-2,peptide,"['R', 's', 'p', 'o', '2']",,,,,inferred from Mouse
152,R-spondin-3,peptide,"['R', 's', 'p', 'o', '3']",,,,,inferred from Mouse
153,R-spondin-4,peptide,"['R', 's', 'p', 'o', '4']",,,,,inferred from Mouse
154,RANK ligand,peptide,['Tnfsf11'],,,,,inferred from Human
155,RFRP-3,peptide,['Npvf'],,,,,inferred from Human
156,SRIF-14,peptide,"['S', 's', 't']",,,,,inferred from Mouse
157,SRIF-28,peptide,"['S', 's', 't']",,,,,inferred from Mouse
158,T-kinin,peptide,"['Kng1', 'Kng2']",,,,,inferred from Rat
159,TGFα,peptide,['Tgfa'],,,,,inferred from Human
160,TGFβ1,peptide,['Tgfb1'],,,,,inferred from Human
161,TGFβ2,peptide,['Tgfb2'],,,,,inferred from Human
162,TGFβ3,peptide,['Tgfb3'],,,,,inferred from Human
163,TIP39,peptide,"['P', 't', 'h', '2']",,,,,inferred from Mouse
164,TL1A,peptide,['Tnfsf15'],,,,,inferred from Human
165,TL6,peptide,['Tnfsf18'],,,,,inferred from Human
166,TRAIL,peptide,['Tnfsf10'],,,,,inferred from Human
167,TRH,peptide,"['T', 'r', 'h']",,,,,inferred from Mouse
168,TWEAK,peptide,['Tnfsf12'],,,,,inferred from Human
169,VEGFA,peptide,['Vegfa'],,,,,inferred from Human
170,VEGFB,peptide,['Vegfb'],,,,,inferred from Human
171,VEGFC,peptide,['Vegfc'],,,,,inferred from Human
172,VEGFD,peptide,['Vegfd'],,,,,inferred from Human
173,VEGFE,peptide,['Pdgfc'],,,,,inferred from Human
174,VIP,peptide,"['V', 'i', 'p']",,,,,inferred from Mouse
175,Wnt-3a,peptide,['Wnt3a'],,,,,inferred from Human
176,Wnt-4,peptide,['Wnt4'],,,,,inferred from Human
177,Wnt-5a,peptide,['Wnt5a'],,,,,inferred from Human
178,XCL1,peptide,['Xcl1'],,,,,inferred from Human
179,XCL2,peptide,['Xcl1'],,,,,inferred from Human
180,[Leu]enkephalin,peptide,"['P', 'e', 'n', 'k']",,,,,inferred from Mouse
181,[Met]enkephalin,peptide,"['P', 'e', 'n', 'k']",,,,,inferred from Mouse
182,[Pyr1]apelin-13,peptide,"['A', 'p', 'l', 'n']",,,,,inferred from Mouse
183,[des-Arg10]kallidin,peptide,"['Kng1', 'Kng2']",,,,,inferred from Human
184,[des-Arg9]bradykinin,peptide,"['K', 'n', 'g', '1']",,,,,inferred from Mouse
185,[des-octanoyl]ghrelin,peptide,['Ghrl'],,,,,inferred from Human
186,activin A,peptide,['Inhba'],,,,,inferred from Human
187,activin B,peptide,['Inhbb'],,,,,inferred from Human
188,adrenomedullin,peptide,['Adm'],,,,,inferred from Rat
189,adrenomedullin 2/intermedin,peptide,['Adm2'],,,,,inferred from Human
190,adropin,peptide,['Enho'],,,,,inferred from Human
191,agouti,peptide,['a'],,,,,inferred from Mouse
192,agouti-related protein,peptide,['Agrp'],,,,,inferred from Human
193,alarin,peptide,['Galp'],,,,,inferred from Rat
194,amphiregulin,peptide,['Areg'],,,,,inferred from Human
195,amylin,peptide,"['I', 'a', 'p', 'p']",,,,,inferred from Mouse
196,amyloid β,peptide,['App'],,,,,inferred from Human
197,angiopoietin-1,peptide,['Angpt1'],,,,,inferred from Human
198,angiopoietin-4,peptide,['Angpt4'],,,,,inferred from Human
199,angiotensin A,peptide,['Agt'],,,,,inferred from Human
200,angiotensin II,peptide,"['A', 'g', 't']",,,,,inferred from Mouse
201,angiotensin III,peptide,"['A', 'g', 't']",,,,,inferred from Mouse
202,angiotensin IV,peptide,"['A', 'g', 't']",,,,,inferred from Mouse
203,angiotensin-(1-7),peptide,"['A', 'g', 't']",,,,,inferred from Mouse
204,annexin I,peptide,['Anxa1'],,,,,inferred from Human
205,annexin I-(2-26),peptide,['Anxa1'],,,,,inferred from Human
206,apelin-13,peptide,"['A', 'p', 'l', 'n']",,,,,inferred from Mouse
207,apelin-17,peptide,"['A', 'p', 'l', 'n']",,,,,inferred from Mouse
208,apelin-36,peptide,['Apln'],,,,,inferred from Human
209,aprotinin,peptide,['Apln'],,,,,inferred from Human
210,atrial natriuretic peptide,peptide,['Nppa'],,,,,inferred from Human
211,betacellulin,peptide,['Btc'],,,,,inferred from Human
212,bovine adrenal medulla peptide 8-22,peptide,['Penk'],,,,,inferred from Human
213,bradykinin,peptide,"['K', 'n', 'g', '1']",,,,,inferred from Mouse
214,brain natriuretic peptide,peptide,['Nppb'],,,,,inferred from Human
215,calcitonin,peptide,['Calca'],,,,,inferred from Human
216,cardiotrophin-1,peptide,['Ctf1'],,,,,inferred from Human
217,chemerin,peptide,['Rarres2'],,,,,inferred from Human
218,chorionic somatomammotropin hormone-like 1 ,peptide,['Gh'],,,,,inferred from Human
219,ciliary neurotrophic factor,peptide,['Cntf'],,,,,inferred from Human
220,corticotrophin-releasing hormone,peptide,"['C', 'r', 'h']",,,,,inferred from Mouse
221,corticotropin-releasing factor,peptide,"['C', 'r', 'h']",,,,,inferred from Mouse
222,cortistatin-14,peptide,"['C', 'o', 'r', 't']",,,,,inferred from Mouse
223,cytokine domain of tyrosyl tRNA synthetase,peptide,['Yars'],,,,,inferred from Human
224,des-Br-neuropeptide B-23,peptide,['Npb'],,,,,inferred from Human
225,des-Br-neuropeptide B-29,peptide,['Npb'],,,,,inferred from Human
226,desulfated gastrin-14,peptide,['Gast'],,,,,inferred from Human
227,desulfated gastrin-17,peptide,['Gast'],,,,,inferred from Human
228,desulfated gastrin-34,peptide,['Gast'],,,,,inferred from Human
229,desulfated gastrin-71,peptide,['Gast'],,,,,inferred from Human
230,dynorphin A,peptide,"['P', 'd', 'y', 'n']",,,,,inferred from Mouse
231,dynorphin A-(1-13),peptide,"['P', 'd', 'y', 'n']",,,,,inferred from Mouse
232,dynorphin A-(1-8),peptide,"['P', 'd', 'y', 'n']",,,,,inferred from Mouse
233,dynorphin B,peptide,"['P', 'd', 'y', 'n']",,,,,inferred from Mouse
234,ectodysplasin A1,peptide,['Eda'],,,,,inferred from Human
235,ectodysplasin A2,peptide,['Eda'],,,,,inferred from Human
236,endothelin-1,peptide,"['E', 'd', 'n', '1']",,,,,inferred from Mouse
237,endothelin-2,peptide,['Edn2'],,,,,inferred from Human
238,endothelin-3,peptide,"['E', 'd', 'n', '3']",,,,,inferred from Mouse
239,epigen,peptide,['Epgn'],,,,,inferred from Human
240,epiregulin,peptide,['Ereg'],,,,,inferred from Human
241,erythropoietin,peptide,['Epo'],,,,,inferred from Human
242,galanin,peptide,"['G', 'a', 'l']",,,,,inferred from Mouse
243,galanin-like peptide,peptide,['Galp'],,,,,inferred from Rat
244,gastric inhibitory polypeptide,peptide,['Gip'],,,,,inferred from Rat
245,gastrin-14,peptide,['Gast'],,,,,inferred from Human
246,gastrin-17,peptide,['Gast'],,,,,inferred from Human
247,gastrin-34,peptide,['Gast'],,,,,inferred from Human
248,gastrin-71,peptide,['Gast'],,,,,inferred from Human
249,gastrin-releasing peptide,peptide,"['Grp', 'Ucma']",,,,,inferred from Human
250,ghrelin,peptide,['Ghrl'],,,,,inferred from Human
251,glucagon,peptide,"['G', 'c', 'g']",,,,,inferred from Mouse
252,glucagon-like peptide 1-(7-36) amide,peptide,"['G', 'c', 'g']",,,,,inferred from Mouse
253,glucagon-like peptide 1-(7-37),peptide,"['G', 'c', 'g']",,,,,inferred from Mouse
254,glucagon-like peptide 2,peptide,['Gcg'],,,,,inferred from Rat
255,glucagon-like peptide 2-(2-33),peptide,['Gcg'],,,,,inferred from Rat
256,glucagon-like peptide 2-(3-33),peptide,['Gcg'],,,,,inferred from Rat
257,growth arrest specific protein 6,peptide,['Gas6'],,,,,inferred from Human
258,growth differentiation factor 15,peptide,['Gdf15'],,,,,inferred from Human
259,growth hormone 1,peptide,['Gh'],,,,,inferred from Human
260,growth hormone 2,peptide,['Gh'],,,,,inferred from Human
261,growth/differentiation factor-1,peptide,"['Cers1', 'Gdf1']",,,,,inferred from Human
262,growth/differentiation factor-10,peptide,['Gdf10'],,,,,inferred from Human
263,growth/differentiation factor-3,peptide,['Gdf3'],,,,,inferred from Human
264,growth/differentiation factor-7,peptide,['Gdf7'],,,,,inferred from Human
265,growth/differentiation factor-9,peptide,['Gdf9'],,,,,inferred from Human
266,guanylin,peptide,['Guca2a'],,,,,inferred from Human
267,hemokinin 1,peptide,"['T', 'a', 'c', '4']",,,,,inferred from Mouse
268,hepatocyte growth factor,peptide,['Hgf'],,,,,inferred from Human
269,insulin,peptide,"['Ins2', 'Ins1']",,,,,inferred from Human
270,insulin-like growth factor 1,peptide,"['I', 'g', 'f', '1']",,,,,inferred from Mouse
271,insulin-like growth factor 2,peptide,"['Igf2', 'Gm49394']",,,,,inferred from Human
272,kallidin,peptide,"['Kng1', 'Kng2']",,,,,inferred from Human
273,kisspeptin-10,peptide,"['Gm28040', 'Kiss1']",,,,,inferred from Human
274,kisspeptin-13,peptide,"['Gm28040', 'Kiss1']",,,,,inferred from Human
275,kisspeptin-14,peptide,"['Gm28040', 'Kiss1']",,,,,inferred from Human
276,kisspeptin-54,peptide,"['Gm28040', 'Kiss1']",,,,,inferred from Human
277,large neuromedin N,peptide,['Nts'],,,,,inferred from Human
278,large neurotensin,peptide,['Nts'],,,,,inferred from Human
279,leptin,peptide,['Lep'],,,,,inferred from Human
280,liver enriched antimicrobial peptide 2,peptide,['Leap2'],,,,,inferred from Human
281,lymphotoxin-α,peptide,['Lta'],,,,,inferred from Human
282,macrophage stimulating protein 1,peptide,['Mst1'],,,,,inferred from Human
283,melanin-concentrating hormone,peptide,"['P', 'm', 'c', 'h']",,,,,inferred from Mouse
284,mucosal addressin cell adhesion molecule 1,peptide,['Madcam1'],,,,,inferred from Human
285,myostatin,peptide,['Mstn'],,,,,inferred from Human
286,neuregulin-1,peptide,['Nrg1'],,,,,inferred from Human
287,neuregulin-2,peptide,['Nrg2'],,,,,inferred from Human
288,neuregulin-3,peptide,['Nrg3'],,,,,inferred from Human
289,neuregulin-4,peptide,['Nrg4'],,,,,inferred from Human
290,neurokinin A,peptide,"['T', 'a', 'c', '1']",,,,,inferred from Mouse
291,neurokinin B,peptide,"['T', 'a', 'c', '2']",,,,,inferred from Mouse
292,neuromedin B,peptide,"['N', 'm', 'b']",,,,,inferred from Mouse
293,neuromedin N,peptide,"['N', 't', 's']",,,,,inferred from Mouse
294,neuromedin S-33,peptide,['Nms'],,,,,inferred from Human
295,neuromedin U-23,peptide,['Nmu'],,,,,inferred from Rat
296,neuromedin U-25,peptide,['Nmu'],,,,,inferred from Human
297,neuromedin U-8,peptide,['Nmu'],,,,,inferred from Human
298,neuropeptide B-23,peptide,['Npb'],,,,,inferred from Human
299,neuropeptide B-29,peptide,['Npb'],,,,,inferred from Human
300,neuropeptide FF,peptide,"['N', 'p', 'f', 'f']",,,,,inferred from Mouse
301,neuropeptide K,peptide,['Tac1'],,,,,inferred from Rat
302,neuropeptide S,peptide,"['N', 'p', 's']",,,,,inferred from Mouse
303,neuropeptide W-23,peptide,['Npw'],,,,,inferred from Human
304,neuropeptide W-30,peptide,['Npw'],,,,,inferred from Human
305,neuropeptide Y,peptide,"['N', 'p', 'y']",,,,,inferred from Mouse
306,neuropeptide Y-(3-36),peptide,"['N', 'p', 'y']",,,,,inferred from Mouse
307,neuropeptide γ,peptide,"['T', 'a', 'c', '1']",,,,,inferred from Mouse
308,neurotensin,peptide,"['N', 't', 's']",,,,,inferred from Mouse
309,neurotrophin-3,peptide,['Ntf3'],,,,,inferred from Human
310,neurotrophin-4,peptide,['Ntf5'],,,,,inferred from Human
311,nociceptin/orphanin FQ,peptide,"['P', 'n', 'o', 'c']",,,,,inferred from Mouse
312,norrin,peptide,"['N', 'd', 'p']",,,,,inferred from Mouse
313,oncostatin M,peptide,['Osm'],,,,,inferred from Human
314,orexin-A,peptide,"['H', 'c', 'r', 't']",,,,,inferred from Mouse
315,orexin-B,peptide,['Hcrt'],,,,,inferred from Human
316,osteocrin,peptide,['Ostn'],,,,,inferred from Human
317,oxytocin,peptide,"['O', 'x', 't']",,,,,inferred from Mouse
318,pancreatic polypeptide,peptide,['Ppy'],,,,,inferred from Rat
319,peptide YY,peptide,"['P', 'y', 'y']",,,,,inferred from Mouse
320,programmed cell death 1 ligand 1,peptide,['Cd274'],,,,,inferred from Human
321,prokineticin-1,peptide,['Prok1'],,,,,inferred from Human
322,prokineticin-2,peptide,['Prok2'],,,,,inferred from Human
323,prokineticin-2β,peptide,['Prok2'],,,,,inferred from Human
324,prolactin,peptide,"['Prl4a1', 'Prl7a1', 'Prl8a9', 'Prl5a1', 'Prl3c1', 'Prl8a2', 'Prl8a1', 'Prl', 'Prl8a6', 'Prl8a8', 'Prl7b1', 'Prl7d1', 'Prl2a1', 'Prl3a1', 'Prl3b1', 'Prl7a2', 'Prl2c5', 'Prl2c3', 'Prl3d1', 'Prl7c1', 'Prl3d3', 'Prl2c1', 'Prl3d2', 'Prl2b1', 'Prl6a1', 'Prl2c2']",,,,,inferred from Human
325,prosaptide,peptide,['Psap'],,,,,inferred from Human
326,protein S,peptide,['Pros1'],,,,,inferred from Human
327,relaxin,peptide,['Rln1'],,,,,inferred from Rat
328,relaxin-1,peptide,"['Rln1', 'Rln1']",,,,,inferred from Human
329,relaxin-3,peptide,['Rln3'],,,,,inferred from Human
330,relaxin-3 (B chain),peptide,['Rln3'],,,,,inferred from Human
331,ribosomal protein S19,peptide,['Rps19'],,,,,inferred from Human
332,secretin,peptide,['Sct'],,,,,inferred from Rat
333,serum amyloid A,peptide,['Saa3'],,,,,inferred from Human
334,stem cell factor,peptide,['Kitl'],,,,,inferred from Human
335,substance P,peptide,"['T', 'a', 'c', '1']",,,,,inferred from Mouse
336,thrombopoietin,peptide,['Thpo'],,,,,inferred from Human
337,thymic stromal lymphopoietin,peptide,['Tslp'],,,,,inferred from Human
338,tumour necrosis factor membrane form,peptide,['Tnf'],,,,,inferred from Human
339,tumour necrosis factor shed form,peptide,['Tnf'],,,,,inferred from Human
340,urocortin 1,peptide,"['U', 'c', 'n']",,,,,inferred from Mouse
341,urocortin 2,peptide,"['U', 'c', 'n', '2']",,,,,inferred from Mouse
342,urocortin 3,peptide,"['U', 'c', 'n', '3']",,,,,inferred from Mouse
343,uroguanylin,peptide,['Guca2b'],,,,,inferred from Human
344,urotensin II-related peptide,peptide,"['U', 't', 's', '2', 'b']",,,,,inferred from Mouse
345,urotensin-II,peptide,"['U', 't', 's', '2']",,,,,inferred from Mouse
346,vasopressin,peptide,"['A', 'v', 'p']",,,,,inferred from Mouse
347,xenin,peptide,"['C', 'o', 'p', 'a']",,,,,inferred from Mouse
348,α-CGRP,peptide,"['C', 'a', 'l', 'c', 'a']",,,,,inferred from Mouse
349,α-MSH,peptide,"['P', 'o', 'm', 'c']",,,,,inferred from Mouse
350,α-neoendorphin,peptide,"['P', 'd', 'y', 'n']",,,,,inferred from Mouse
351,β-CGRP,peptide,['Calcb'],,,,,inferred from Rat
352,β-endorphin,peptide,['Pomc'],,,,,inferred from Human
353,β-neoendorphin,peptide,"['P', 'd', 'y', 'n']",,,,,inferred from Mouse
