,ligand,ligand_type,preprogene,synthesis,transport,reuptake,excluded,comment
5,(-)-adrenaline,molecule,,"['cat-2', 'bas-1', 'basl-1', 'tbh-1', 'anmt-3', 'anmt-1', 'anmt-2']","['W05E10.1', 'ZK550.2']",,,Manually added genes
7,acetylcholine,molecule,,['cha-1'],['unc-17'],"['ace-3', 'ace-4', 'C23H4.2', 'C23H4.3', 'C23H4.4', 'C23H4.7', 'E01G6.3', 'cest-1', 'T02B5.3', 'ZC376.1', 'ZC376.2', 'ZC376.3', 'B0238.1', 'B0238.7', 'C01B10.4', 'C01B10.10', 'C42D4.2', 'C52A10.1', 'C52A10.2', 'F56C11.6', 'T22D1.11']",,Manually added genes
